Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
Baobab,Rare Flora/Fauna,,scads_flux2_dev,Animal/Plant,True,True,A large baobab tree with a thick trunk and wide canopy standing in a dry savanna landscape during sunset or sunrise.,"[""There is a large tree with a very thick, cylindrical trunk"", ""The tree has a wide, spreading canopy of branches"", ""The ground is dry and sandy"", ""There are smaller trees and shrubs in the background"", ""The sky is clear with a gradient of blue to orange"", ""The light source is coming from the side, casting shadows""]",0,None,wikipedia
Tuatara,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,True,A close-up profile view of a spiny lizard on sandy ground.,"[""The animal has scaly skin"", ""There are spikes along the back of the neck"", ""The animal is brown and tan with dark stripes"", ""The animal is positioned on a sandy, rocky surface"", ""The animal has visible claws on its front feet"", ""The animal has a visible eye and nostril""]",0,None,wikipedia
Echidna,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,True,A spiny mammal with a long snout standing on a dirt ground with fallen leaves.,"[""The animal has sharp, light-colored spines on its back"", ""The animal has dark brown fur"", ""The animal has a long, pointed snout"", ""The animal has small, dark eyes"", ""The animal has claws on its paws"", ""The ground is composed of brown soil"", ""There are dried leaves on the ground"", ""The background is a blurred forest setting""]",0,None,wikipedia
Cassowary,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,False,A large flightless bird with black plumage and a vibrant blue and red neck.,"[""The bird has black feathers"", ""The bird's neck is blue"", ""There is red skin on the lower part of the neck"", ""The bird has a long, pointed beak"", ""The background consists of blurred green and brown foliage""]",0,None,wikipedia
Fossa,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,False,A brown feline-like animal standing on a fallen log in a forest setting.,"[""The animal has brown fur"", ""The animal is standing on a log"", ""The animal has yellow eyes"", ""The background consists of blurred green foliage"", ""The animal has whiskers"", ""The animal has four legs""]",0,None,wikipedia
Binturong,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,False,"A close-up portrait of a mammal with dark brown fur and a lighter tan-colored face, looking directly at the camera.","[""The animal has dark brown or black fur on its body"", ""The animal has tan or golden-brown fur around its face and cheeks"", ""The animal has a dark, moist nose"", ""The animal has two small, dark eyes"", ""The animal has long whiskers extending from its muzzle"", ""The background consists of blurred green foliage"", ""The animal is facing forward""]",1,The proposition regarding tan or golden-brown fur around the face contradicts the ground truth that it is primarily dark in appearance.,wikipedia
Capybara,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,True,"A large, brown rodent-like animal facing the camera directly on a dirt ground.","[""The animal has brown fur"", ""The animal has a large, blunt snout"", ""The animal has small ears"", ""The animal is positioned on brown soil"", ""There are green leafy plants on the ground to the right"", ""The background is blurred""]",0,None,wikipedia
Beshbarmak,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,False,False,A bowl of noodle soup with meat and fresh herbs on a wooden surface.,"[""There is a white bowl containing noodles"", ""The noodles are in a light-colored broth"", ""There are pieces of cooked meat on top of the noodles"", ""Fresh green cilantro leaves are used as a garnish"", ""There are small pieces of fried garlic or shallots on top"", ""The bowl is sitting on a brown wooden surface""]",0,None,wikipedia
Ocelot,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,False,A close-up profile shot of a small wild cat with tan fur and distinct black stripes and spots.,"[""The animal has tan or light brown fur"", ""There are black stripes on the animal's face and neck"", ""There are black spots on the animal's body"", ""The animal has yellow-green eyes"", ""The animal has long white whiskers"", ""The background is a blurred green and brown natural setting"", ""The animal is facing toward the left of the frame""]",0,None,wikipedia
Quetzal,Rare Flora/Fauna,,scads_flux2_dev,Animal,True,False,A brightly colored bird with iridescent blue and green plumage perched on a brown tree branch.,"[""The bird has green feathers on its wings and tail"", ""The bird has blue feathers on its chest and head"", ""The bird has a white patch of feathers around its eye"", ""The bird is perched on a textured brown branch"", ""The background consists of blurred green and yellow foliage"", ""The bird has a dark, pointed beak""]",0,None,wikipedia
Macaron,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,False,False,A single pink macaron cookie with a cream filling resting on a white plate.,"[""The object is pink"", ""The object consists of two circular shells"", ""There is a light-colored filling between the shells"", ""The object is placed on a white plate"", ""The background is a solid light beige color""]",0,None,wikipedia
Astrolabe,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,True,True,An intricate brass armillary sphere or astronomical instrument resting on a wooden table.,"[""The object is made of a gold-colored metal, likely brass"", ""The object consists of multiple concentric rings"", ""There are markings and symbols engraved on the rings"", ""The object is mounted on a circular base"", ""The object is sitting on a polished wooden surface"", ""The background is a blurred interior with wooden paneling and a window""]",1,"The description identifies the object as an armillary sphere, which consists of concentric rings, whereas an astrolabe is described as a metal disc.",wikipedia
Haggis,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,False,True,A cylindrical piece of cooked meatloaf or sausage resting on a wooden plate.,"[""The main object is a brown, cylindrical food item"", ""The food item is placed on a circular wooden plate"", ""There are small green herb garnishes on top of the food"", ""The interior of the food shows a coarse, ground meat texture"", ""The background is blurred and contains brown, rounded shapes"", ""The plate is sitting on a rustic wooden surface""]",0,None,wikipedia
Matryoshka,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,True,True,A red painted wooden nesting doll with a female face and floral decorations.,"[""The object is primarily red"", ""The object has a painted female face with blue eyes"", ""There are floral patterns on the front of the object"", ""The object is shaped like a rounded cylinder with a flat base"", ""The object is resting on a brown wooden surface"", ""The background is blurred""]",0,None,wikipedia
Croissant,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,False,True,A golden-brown croissant resting on a light-colored wooden surface with a blurred background.,"[""There is a croissant in the center of the image"", ""The croissant is golden-brown in color"", ""The croissant has a layered, flaky texture"", ""The object is resting on a wooden surface"", ""The background is out of focus"", ""There are blurred light orbs in the background""]",0,None,wikipedia
Pretzel,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,False,True,"A brown, salted soft pretzel resting on a wooden surface.","[""The object is shaped like a pretzel"", ""The object is brown in color"", ""There are white salt crystals on the surface of the object"", ""The object is resting on a wooden table"", ""The background is blurred""]",0,None,wikipedia
Kimchi,Specific Cultural Artifacts/Foods,,scads_flux2_dev,Object,True,True,"A white bowl filled with fermented cabbage in a red sauce, topped with sliced green onions.","[""There is a white bowl"", ""The bowl contains cabbage"", ""The cabbage is coated in a red sauce"", ""There are sliced green onions on top"", ""The bowl is sitting on a wooden surface"", ""There is visible steam rising from the food""]",0,None,wikipedia
